candle_end_time,open,high,low,close,amount,info
2023-07-19,31.290,31.640,31.260,31.580,240296.000,
2023-07-20,31.770,32.100,31.600,31.690,272394.000,
2023-07-21,31.800,31.980,31.610,31.800,315669.000,
2023-07-24,31.460,31.730,31.400,31.450,239122.000,
2023-07-25,32.000,33.350,32.000,33.270,1261621.000,
2023-07-26,33.270,33.730,33.070,33.350,501751.000,
2023-07-27,33.500,33.820,33.200,33.660,548489.000,
2023-07-28,33.490,35.290,33.410,35.100,1256288.000,
2023-07-31,35.520,36.040,35.010,35.560,1162756.000,
2023-08-01,35.530,35.580,34.770,34.990,660096.000,
2023-08-02,34.160,34.820,33.770,34.030,915358.000,
2023-08-03,34.020,34.780,33.870,34.680,509294.000,
2023-08-04,35.080,35.500,34.720,34.880,812642.000,
2023-08-07,34.750,34.780,34.280,34.500,344672.000,
2023-08-08,34.330,34.650,33.810,34.150,502283.000,
2023-08-09,34.020,34.310,33.950,34.020,386833.000,
2023-08-10,33.900,34.250,33.800,34.140,287725.000,
2023-08-11,34.160,34.470,33.150,33.150,606240.000,
2023-08-14,32.800,32.830,32.250,32.460,667073.000,
2023-08-15,32.460,32.640,32.150,32.360,582959.000,
2023-08-16,32.150,32.250,31.880,31.970,580152.000,
2023-08-17,31.780,31.870,31.490,31.790,646076.000,
2023-08-18,31.750,32.630,31.750,31.880,674595.000,
2023-08-21,31.810,31.840,31.130,31.130,809575.000,
2023-08-22,31.210,31.470,31.000,31.320,601070.000,
2023-08-23,31.200,31.440,30.850,30.850,560744.000,
2023-08-24,31.000,31.150,30.800,31.060,412256.000,
2023-08-25,31.000,31.850,30.900,31.560,647471.000,
2023-08-28,33.300,33.930,32.030,32.260,1405094.000,
2023-08-29,32.260,32.440,31.770,32.040,721170.000,
2023-08-30,32.190,32.190,31.550,31.660,639802.000,
2023-08-31,31.800,32.080,31.490,31.550,503220.000,
2023-09-01,31.950,32.630,31.880,32.270,697526.000,
2023-09-04,32.580,33.610,32.470,33.530,1104299.000,
2023-09-05,33.300,33.440,32.970,33.110,447323.000,
2023-09-06,33.100,33.460,32.770,33.360,546740.000,
2023-09-07,33.310,33.310,33.010,33.140,358702.000,
2023-09-08,33.000,33.260,32.950,33.170,298501.000,
2023-09-11,33.130,33.290,32.910,32.910,632874.000,
2023-09-12,32.900,33.050,32.820,32.880,277591.000,
2023-09-13,32.950,33.080,32.660,32.750,298915.000,
2023-09-14,32.950,33.190,32.850,33.070,437344.000,
2023-09-15,33.300,33.420,32.800,32.960,439602.000,
2023-09-18,32.870,33.050,32.700,33.020,360402.000,
2023-09-19,33.000,33.000,32.720,32.960,384653.000,
2023-09-20,32.860,32.860,32.630,32.730,309318.000,
2023-09-21,32.750,32.810,32.370,32.370,390319.000,
2023-09-22,32.590,33.370,32.320,33.340,712833.000,
2023-09-25,33.280,33.280,32.900,33.000,456515.000,
2023-09-26,32.930,33.080,32.750,32.800,322024.000,
2023-09-27,32.900,33.090,32.750,32.820,352467.000,
2023-09-28,33.020,33.140,32.750,32.970,388565.000,
2023-10-09,32.700,32.700,32.380,32.580,361343.000,
2023-10-10,33.120,33.130,32.590,32.590,342637.000,
2023-10-11,32.840,32.850,32.400,32.450,376091.000,
2023-10-12,32.990,33.330,32.780,33.070,617460.000,
2023-10-13,32.780,32.880,32.510,32.610,410372.000,
2023-10-16,32.580,32.660,32.240,32.310,286774.000,
2023-10-17,32.390,32.600,32.220,32.520,286229.000,
2023-10-18,32.490,32.640,32.410,32.490,249317.000,
2023-10-19,32.400,32.400,31.520,31.570,604293.000,
2023-10-20,31.490,31.810,31.400,31.650,372589.000,
2023-10-23,31.590,31.650,31.000,31.230,393802.000,
2023-10-24,31.380,31.410,31.040,31.300,365527.000,
2023-10-25,31.600,31.750,31.200,31.420,375693.000,
2023-10-26,31.360,31.750,31.260,31.500,287030.000,
2023-10-27,31.450,31.650,31.150,31.530,391453.000,
2023-10-30,31.010,31.130,30.550,30.900,838501.000,
2023-10-31,30.740,30.990,30.610,30.760,528016.000,
2023-11-01,30.800,30.880,30.430,30.450,529897.000,
2023-11-02,30.600,30.810,30.510,30.680,364668.000,
2023-11-03,30.680,31.040,30.600,30.990,439569.000,
2023-11-06,31.150,31.350,30.960,31.140,519824.000,
2023-11-07,31.140,31.140,30.650,30.800,516241.000,
2023-11-08,30.740,30.780,30.500,30.600,445183.000,
2023-11-09,30.550,30.780,30.520,30.660,327650.000,
2023-11-10,30.500,30.560,30.100,30.160,516965.000,
2023-11-13,30.170,30.270,29.610,29.820,634243.000,
2023-11-14,29.870,30.200,29.860,30.200,448343.000,
2023-11-15,30.450,30.770,30.390,30.640,601940.000,
2023-11-16,30.670,30.770,30.370,30.540,315720.000,
2023-11-17,30.460,30.520,30.100,30.330,432453.000,
2023-11-20,30.340,30.590,30.140,30.580,369227.000,
2023-11-21,30.750,30.870,30.370,30.430,488545.000,
2023-11-22,30.300,30.410,30.150,30.160,273705.000,
2023-11-23,30.020,30.210,29.950,30.140,299794.000,
2023-11-24,30.060,30.100,29.930,30.000,291163.000,
2023-11-27,30.000,30.030,29.290,29.400,581020.000,
2023-11-28,29.410,29.490,29.040,29.160,475165.000,
2023-11-29,29.200,29.240,28.680,28.800,620638.000,
2023-11-30,28.800,28.980,28.600,28.790,551560.000,
2023-12-01,28.720,28.740,28.070,28.260,882736.000,
2023-12-04,28.270,28.460,28.020,28.080,557878.000,
2023-12-05,28.060,28.070,27.500,27.510,618902.000,
2023-12-06,27.560,27.960,27.450,27.760,611259.000,
2023-12-07,27.770,27.940,27.290,27.810,594967.000,
2023-12-08,27.700,27.950,27.500,27.500,533498.000,
2023-12-11,27.250,27.850,26.900,27.760,758086.000,
2023-12-12,27.700,28.070,27.610,28.050,504201.000,
2023-12-13,27.920,27.920,27.200,27.220,671239.000,
2023-12-14,27.440,27.640,27.030,27.030,445268.000,
2023-12-15,27.470,28.050,27.200,27.230,980687.000,
2023-12-18,27.000,27.380,26.900,27.280,477164.000,
2023-12-19,27.200,27.350,27.020,27.290,376574.000,
2023-12-20,27.310,27.410,27.060,27.060,531128.000,
2023-12-21,26.980,27.750,26.920,27.710,759105.000,
2023-12-22,27.780,27.850,27.410,27.610,623644.000,
2023-12-25,27.600,27.720,27.420,27.530,419034.000,
2023-12-26,27.490,27.490,27.160,27.270,365257.000,
2023-12-27,27.330,27.370,27.050,27.300,410637.000,
2023-12-28,27.250,28.130,27.250,27.990,1061063.000,
2023-12-29,27.900,28.050,27.770,27.820,655773.000,
2024-01-02,27.950,27.960,27.560,27.580,542195.000,
2024-01-03,27.580,27.840,27.520,27.770,433956.000,
2024-01-04,27.760,27.830,27.360,27.810,637102.000,
2024-01-05,27.750,28.780,27.620,28.290,1190633.000,
2024-01-08,28.170,28.590,27.950,28.130,816821.000,
2024-01-09,28.120,28.280,27.900,28.170,558663.000,
2024-01-10,28.020,28.350,28.020,28.050,453640.000,
2024-01-11,28.000,28.570,27.850,28.380,735318.000,
2024-01-12,28.260,28.780,28.260,28.540,577832.000,
2024-01-15,28.500,28.940,28.370,28.770,482452.000,
2024-01-16,28.630,29.130,28.600,29.130,853440.000,
2024-01-17,29.120,29.580,29.030,29.190,1308601.000,
2024-01-18,28.940,29.680,28.600,29.580,1295126.000,
2024-01-19,29.370,29.900,29.140,29.730,968616.000,
2024-01-22,29.760,30.500,29.700,30.250,1549703.000,
2024-01-23,30.010,30.350,29.800,29.990,886056.000,
2024-01-24,30.150,30.290,29.380,30.090,974892.000,
2024-01-25,30.310,31.000,30.180,30.900,1234509.000,
2024-01-26,30.920,31.350,30.660,31.120,1009916.000,
2024-01-29,31.200,31.600,31.170,31.350,838824.000,
2024-01-30,31.200,31.500,30.780,31.000,743999.000,
2024-01-31,30.920,31.190,30.590,30.710,808949.000,
2024-02-01,30.670,30.840,30.200,30.420,859700.000,
2024-02-02,30.450,30.660,29.640,30.230,987292.000,
2024-02-05,30.230,30.950,30.060,30.710,1063979.000,
2024-02-06,30.710,31.350,30.600,31.330,1062158.000,
2024-02-07,31.420,31.480,30.810,31.310,1110511.000,
2024-02-08,31.310,31.450,31.020,31.400,873004.000,
2024-02-19,31.990,31.990,31.410,31.620,875490.000,
2024-02-20,31.620,31.620,31.290,31.400,606405.000,
2024-02-21,31.400,33.390,31.350,33.000,1528656.000,
2024-02-22,32.810,32.950,32.390,32.800,752760.000,
2024-02-23,32.810,33.400,32.620,32.950,639849.000,
2024-02-26,32.860,33.060,32.080,32.250,666390.000,
2024-02-27,32.240,32.400,31.990,32.180,543492.000,
2024-02-28,32.290,32.290,31.600,32.020,683708.000,
2024-02-29,31.890,32.200,31.850,32.040,498928.000,
2024-03-01,31.920,32.080,31.750,31.940,427174.000,
2024-03-04,31.760,31.870,31.470,31.520,591350.000,
2024-03-05,31.420,32.210,31.310,32.180,894029.000,
2024-03-06,32.140,32.260,31.870,31.870,516102.000,
2024-03-07,31.870,32.130,31.780,32.000,519492.000,
2024-03-08,31.890,32.010,31.550,31.670,441071.000,
2024-03-11,31.550,31.750,31.200,31.480,738538.000,
2024-03-12,31.420,32.150,31.280,31.950,769254.000,
2024-03-13,31.960,31.990,31.430,31.520,469387.000,
2024-03-14,31.460,31.720,31.160,31.250,508175.000,
2024-03-15,31.240,31.420,31.000,31.180,520781.000,
2024-03-18,31.150,31.340,31.000,31.130,461898.000,
2024-03-19,31.100,31.110,30.730,30.800,547025.000,
2024-03-20,30.800,31.200,30.660,31.180,498272.000,
2024-03-21,31.170,31.760,31.050,31.550,646761.000,
2024-03-22,31.530,31.550,30.900,31.200,552879.000,
2024-03-25,31.110,31.510,30.920,31.350,483759.000,
2024-03-26,31.800,32.660,31.730,32.400,1244308.000,
2024-03-27,32.290,32.650,32.210,32.300,782085.000,
2024-03-28,32.340,32.500,32.070,32.180,694745.000,
2024-03-29,32.100,32.640,32.070,32.200,514001.000,
